성분명,성분코드,제품코드,제품명,업소명,공고일자,공고번호,약품상세정보,비고,급여여부
quetiapine fumarate (as quetiapine),378603ATB,642902900,큐티핀정200밀리그램(쿠에티아핀푸마르산염)_(0.23024g/1정),일동제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378603ATB,645303320,카세핀정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),한림제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378603ATB,657201170,쿠에타핀정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),환인제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378603ATB,642707350,동화쿠에티아핀정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),동화약품(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378603ATB,653004380,쿠에티정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),(주)한국파마,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378603ATB,642003900,쎄로티핀정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),현대약품(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378603ATB,642402100,쿠티아핀정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),영진약품(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378603ATB,651903300,큐로켈정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),명인제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378603ATB,73001070,티아펜정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),건일바이오팜주식회사,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378603ATB,649002350,케타핀정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),풍림무약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378603ATB,657807310,세로큐정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),하나제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378603ATB,628901660,에큐민정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),(주)이든파마,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378603ATB,678601550,쿠아핀정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),(주)다산제약,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378603ATB,661905110,쿠아틴정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),영풍제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378603ATB,649804200,명문쿠에티아핀정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),명문제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378603ATB,698003090,피엠에스쿠에티아핀정200mg(쿠에티아핀푸마르산염)_(0.23026g/1정),(주)제뉴파마,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378603ATB,694002890,쎄로타핀정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),대웅바이오(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378603ATB,643504520,스무디핀정200밀리그램(쿠에티아핀푸마르산염)_(0.23026g/1정),한미약품(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378604ATB,652606760,쎄로켈정300밀리그램(쿠에티아핀푸마르산염)_(0.34539g/1정),알보젠코리아(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378604ATB,698003110,피엠에스쿠에티아핀정300mg(쿠에티아핀푸마르산염)_(0.34539g/1정),(주)제뉴파마,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378604ATB,653004390,쿠에티정300밀리그램(쿠에티아핀푸마르산염)_(0.34539g/1정),(주)한국파마,2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378604ATB,645303480,카세핀정300밀리그램(쿠에티아핀푸마르산염)_(0.34539g/1정),한림제약(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378604ATB,642003910,쎄로티핀정300밀리그램(쿠에티아핀푸마르산염)_(0.34539g/1정),현대약품(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
quetiapine fumarate (as quetiapine),378604ATB,642707330,동화쿠에티아핀정300밀리그램(쿠에티아핀푸마르산염)_(0.34539g/1정),동화약품(주),2021-07-15,20210248,"다른 항정신병약과 같이 이 약을 장기간 투여 후 지연성운동이상 일으킬 위험이 있음. 지연성운동이상증의 발생률은 고령자, 특히 여성 고령자에서 높은 것으로 보임. 비정형성 항정신병 약제들을 메타 분석한 결과, 치매 관련 정신병을 가진 노인 환자에서 위약보다 사망 위험성 증가.",,급여
