성분코드,성분명,제품코드,제품명,업소명,약품상세정보,급여여부
189702ACH,meloxicam,645304550,류멜캡슐15밀리그램(멜록시캄)_(15mg/1캡슐),한림제약(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189702ACH,meloxicam,645404000,멜로시드캡슐15밀리그램(멜록시캄)_(15mg/1캡슐),제일약품(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189702ACH,meloxicam,650300570,모리캄캡슐15mg(멜록시캄)_(15mg/1캡슐),진양제약(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189702ACH,meloxicam,653402660,멜시빅캡슐15밀리그램(멜록시캄)_(15mg/1캡슐),동국제약(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189702ACH,meloxicam,653500900,모빅캡슐15밀리그램(멜록시캄)_(15mg/1캡슐),한국베링거인겔하임(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189702ACH,meloxicam,693902100,메로빅캡슐15밀리그램(멜록시캄)_(15mg/1캡슐),(주)셀트리온제약,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189702ACH,meloxicam,694000480,대웅바이오멜록시캄캡슐15밀리그램_(15mg/1캡슐),대웅바이오(주),"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189702ACH,meloxicam,698002050,파마빅캡슐15밀리그램(멜록시캄)_(15mg/1캡슐),(주)제뉴파마,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
189702ATD,meloxicam,685900090,멜로디구강붕해정15밀리그램(멜로시캄)_(15mg/1정),(주)엔엠제약,"위 또는 장관의 출혈, 궤양 및 천공을 포함한 중대한 위장관계 이상반응의 위험을 증가시킬 수 있으며, 이는 치명적일 수 있음. 이러한 이상반응은 중증의 위장관 질환 병력이나 전조증상의 유무에 관계없이 발생할 수 있음. 이런 증상은 일반적으로 고령자에서 더 심각하게 나타남. 고령자는 신기능, 간기능, 심장기능이 약하기 때문에 필요한 최소량으로 신중히 투여하고 이상반응의 발현에 특히 유의.",급여
198102ATB,nabumetone,53300040,나메린정(나부메톤)_(0.5g/1정),(주)중헌제약,"고령자에게 이 약을 투여하는 경우 위장관 출혈, 천공의 이상반응의 발현의 위험이 높으니 주의하고, 필요 시 최소량을 투여하고 처음 4주 동안 위장관 출혈을 모니터링하도록 함.",급여
198102ATB,nabumetone,643200040,나부톤정500mg(나부메톤)(수출명: 큐레페인정)_(0.5g/1정),동성제약(주),"고령자에게 이 약을 투여하는 경우 위장관 출혈, 천공의 이상반응의 발현의 위험이 높으니 주의하고, 필요 시 최소량을 투여하고 처음 4주 동안 위장관 출혈을 모니터링하도록 함.",급여
198102ATB,nabumetone,645300520,메부톤정(나부메톤)_(0.5g/1정),한림제약(주),"고령자에게 이 약을 투여하는 경우 위장관 출혈, 천공의 이상반응의 발현의 위험이 높으니 주의하고, 필요 시 최소량을 투여하고 처음 4주 동안 위장관 출혈을 모니터링하도록 함.",급여
198102ATB,nabumetone,645902450,유니메톤정(나부메톤)_(0.5g/1정),동광제약(주),"고령자에게 이 약을 투여하는 경우 위장관 출혈, 천공의 이상반응의 발현의 위험이 높으니 주의하고, 필요 시 최소량을 투여하고 처음 4주 동안 위장관 출혈을 모니터링하도록 함.",급여
198102ATB,nabumetone,646002540,프록톤정(나부메톤)_(0.5g/1정),(주)메디카코리아,"고령자에게 이 약을 투여하는 경우 위장관 출혈, 천공의 이상반응의 발현의 위험이 높으니 주의하고, 필요 시 최소량을 투여하고 처음 4주 동안 위장관 출혈을 모니터링하도록 함.",급여
198102ATB,nabumetone,647200660,"코러스나부메톤정(수출명:TamenbunTablet, KORUME TAB.)_(0.5g/1정)",한국코러스(주),"고령자에게 이 약을 투여하는 경우 위장관 출혈, 천공의 이상반응의 발현의 위험이 높으니 주의하고, 필요 시 최소량을 투여하고 처음 4주 동안 위장관 출혈을 모니터링하도록 함.",급여
198102ATB,nabumetone,649802600,오스메톤정(나부메톤)(수출명:오스부톤정OSBUTONEtablet)_(0.5g/1정),명문제약(주),"고령자에게 이 약을 투여하는 경우 위장관 출혈, 천공의 이상반응의 발현의 위험이 높으니 주의하고, 필요 시 최소량을 투여하고 처음 4주 동안 위장관 출혈을 모니터링하도록 함.",급여
198102ATB,nabumetone,652101610,한독렐라펜정(나부메톤)_(0.5g/1정),(주)한독,"고령자에게 이 약을 투여하는 경우 위장관 출혈, 천공의 이상반응의 발현의 위험이 높으니 주의하고, 필요 시 최소량을 투여하고 처음 4주 동안 위장관 출혈을 모니터링하도록 함.",급여
198102ATB,nabumetone,670701170,프로닥정(나부메톤)_(0.5g/1정),초당약품공업(주),"고령자에게 이 약을 투여하는 경우 위장관 출혈, 천공의 이상반응의 발현의 위험이 높으니 주의하고, 필요 시 최소량을 투여하고 처음 4주 동안 위장관 출혈을 모니터링하도록 함.",급여
198102ATB,nabumetone,671700010,나메톤정(나부메톤)_(0.5g/1정),주식회사제뉴원사이언스,"고령자에게 이 약을 투여하는 경우 위장관 출혈, 천공의 이상반응의 발현의 위험이 높으니 주의하고, 필요 시 최소량을 투여하고 처음 4주 동안 위장관 출혈을 모니터링하도록 함.",급여
198102ATB,nabumetone,696600080,일양바이오나부메톤정_(0.5g/1정),일양바이오팜(주),"고령자에게 이 약을 투여하는 경우 위장관 출혈, 천공의 이상반응의 발현의 위험이 높으니 주의하고, 필요 시 최소량을 투여하고 처음 4주 동안 위장관 출혈을 모니터링하도록 함.",급여
198102ATB,nabumetone,697100100,세나톤정(나부메톤)_(0.5g/1정),(주)한국피엠지제약,"고령자에게 이 약을 투여하는 경우 위장관 출혈, 천공의 이상반응의 발현의 위험이 높으니 주의하고, 필요 시 최소량을 투여하고 처음 4주 동안 위장관 출혈을 모니터링하도록 함.",급여
198102ATB,nabumetone,698500350,이텍스나부메톤정500mg_(0.5g/1정),(주)테라젠이텍스,"고령자에게 이 약을 투여하는 경우 위장관 출혈, 천공의 이상반응의 발현의 위험이 높으니 주의하고, 필요 시 최소량을 투여하고 처음 4주 동안 위장관 출혈을 모니터링하도록 함.",급여
199401ATR,naproxen,643300100,낙센에프서방정1000밀리그램(나프록센)_(1g/1정),(주)종근당,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 일반적으로 고령자는 소염진통제에 의한 소화관의 궤양, 출혈 등의 발현이 높으므로 소량부터 투여를 시작하여 필요한 최소량으로 투여하고 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여.",급여
199404ATB,naproxen,643300110,낙센에프정(나프록센)_(0.5g/1정),(주)종근당,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 일반적으로 고령자는 소염진통제에 의한 소화관의 궤양, 출혈 등의 발현이 높으므로 소량부터 투여를 시작하여 필요한 최소량으로 투여하고 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여.",급여
199501ATB,naproxen sodium,53500020,나프록소정(나프록센나트륨)_(0.275g/1정),오스템파마주식회사,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 일반적으로 고령자는 소염진통제에 의한 소화관의 궤양, 출혈 등의 발현이 높으므로 소량부터 투여를 시작하여 필요한 최소량으로 투여하고 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여.",급여
199501ATB,naproxen sodium,621800250,스노핀정275밀리그람(나프록센나트륨)_(0.275g/1정),(주)한국파비스제약,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 일반적으로 고령자는 소염진통제에 의한 소화관의 궤양, 출혈 등의 발현이 높으므로 소량부터 투여를 시작하여 필요한 최소량으로 투여하고 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여.",급여
199501ATB,naproxen sodium,640900140,나프노펜정(나프록센나트륨)_(0.275g/1정),(주)일화,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 일반적으로 고령자는 소염진통제에 의한 소화관의 궤양, 출혈 등의 발현이 높으므로 소량부터 투여를 시작하여 필요한 최소량으로 투여하고 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여.",급여
199501ATB,naproxen sodium,643301620,아나프록스정(나프록센나트륨)_(0.275g/1정),(주)종근당,"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 일반적으로 고령자는 소염진통제에 의한 소화관의 궤양, 출혈 등의 발현이 높으므로 소량부터 투여를 시작하여 필요한 최소량으로 투여하고 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여.",급여
199501ATB,naproxen sodium,644801940,태극나렉신정(나프록센나트륨)(수출명 : NAPRONEW TABLET)_(0.275g/1정),태극제약(주),"고령자는 중대한 위장관계 이상반응의 위험이 더 클 수 있음. 일반적으로 고령자는 소염진통제에 의한 소화관의 궤양, 출혈 등의 발현이 높으므로 소량부터 투여를 시작하여 필요한 최소량으로 투여하고 이상반응의 발현에 특히 유의하는 등 환자의 상태를 관찰하면서 신중히 투여.",급여
